variance_1h_to_30m_ago,variance_last_30m,is_genuine,archetype,variance_delta,motion_ratio,sudden_stillness,prolonged_static,reverse_delta
0.317621046182764,0.1322563543623773,1,genuine_slow_stop,-0.1853646918203867,0.41639538549624233,0,0,0
0.4185834528529716,0.43817319865564863,0,fraud_driving_and_claiming,0.019589745802677028,1.046797595250289,0,0,0
0.6601584256975654,0.001,1,genuine_stranded,-0.6591584256975654,0.001514785612495554,1,0,0
0.07235624405359932,0.024820130386314854,0,fraud_stayed_home,-0.04753611366728447,0.3430220527460817,0,1,0
0.47815856388919653,0.09634467703840577,1,genuine_slow_stop,-0.38181388685079076,0.20149064102110406,1,0,0
0.12783777445912045,0.03661940079283992,0,fraud_stayed_home,-0.09121837366628052,0.28644987366137387,0,0,0
0.34573467814252956,0.18359933591197644,1,genuine_slow_stop,-0.16213534223055312,0.5310395990901686,0,0,0
0.5479470510941848,0.17575322257460455,1,genuine_slow_stop,-0.37219382851958027,0.32074796547527995,0,0,0
0.34912635050986546,0.2148510320770366,1,genuine_slow_stop,-0.13427531843282886,0.6153944449303907,0,0,0
0.42362116201262706,0.41475795234706536,0,fraud_driving_and_claiming,-0.0088632096655617,0.9790751984658974,0,0,0
0.14318755466576974,0.19355122720162987,0,fraud_spoof_activation,0.05036367253586013,1.3517227522368427,0,0,1
0.14122531723603218,0.26476023864349757,0,fraud_spoof_activation,0.12353492140746539,1.874723095703208,0,0,1
0.02390259835179001,0.20950047849118217,0,fraud_spoof_activation,0.18559788013939216,8.764390842247138,0,0,1
0.35695818515556627,0.318581285405948,0,fraud_driving_and_claiming,-0.038376899749618276,0.8924865885356255,0,0,0
0.9596471095833636,0.06491606833979217,1,genuine_stranded,-0.8947310412435715,0.06764570022231986,1,0,0
0.4408150183733739,0.20739311972139676,1,genuine_slow_stop,-0.23342189865197713,0.470475461592082,0,0,0
0.559476480532453,0.13542291470246093,1,genuine_slow_stop,-0.4240535658299921,0.24205248542547117,1,0,0
0.3013253322458091,0.3215050058817681,0,fraud_driving_and_claiming,0.020179673635959017,1.0669661807700834,0,0,0
0.08544037238177163,0.17852590452658101,0,fraud_spoof_activation,0.09308553214480939,2.0894550210275926,0,0,1
0.09111104079341534,0.11669140655810487,0,fraud_spoof_activation,0.025580365764689528,1.280746271754437,0,1,0
0.14253760841988414,0.25028133413229336,0,fraud_spoof_activation,0.10774372571240923,1.7558845067087039,0,0,1
0.9634704370888073,0.029134418606496654,1,genuine_stranded,-0.9343360184823106,0.03023900604103867,1,0,0
0.0806480911305702,0.03278368435303487,0,fraud_stayed_home,-0.047864406777535326,0.4064978773283181,0,1,0
0.09239668777502891,0.03132808981008969,0,fraud_stayed_home,-0.061068597964939214,0.33905707560959464,0,1,0
0.027275810551480602,0.19488542271170922,0,fraud_spoof_activation,0.16760961216022863,7.144729122339808,0,0,1
0.10288230685106359,0.24506576834903876,0,fraud_spoof_activation,0.14218346149797517,2.38197795006533,0,0,1
0.48668580029223163,0.17780016430146495,1,genuine_slow_stop,-0.3088856359907667,0.3653276895833309,0,0,0
0.9956251391917394,0.10842574216022105,1,genuine_stranded,-0.8871993970315184,0.10890206463265648,1,0,0
0.05397872287623111,0.2917831049550352,0,fraud_spoof_activation,0.23780438207880406,5.405420580317874,0,0,1
0.5798894262574619,0.5939169160854746,0,fraud_driving_and_claiming,0.014027489828012718,1.0241881727872935,0,0,0
0.5191073150356253,0.11180464872355048,1,genuine_slow_stop,-0.4073026663120749,0.2153782659325685,1,0,0
0.08388235527594526,0.06855950330050481,0,fraud_stayed_home,-0.015322851975440449,0.8173195155936402,0,1,0
0.10044329290148556,0.11737367279929817,0,fraud_spoof_activation,0.01693037989781261,1.1685449656598879,0,1,0
0.0371768534256908,0.03191293215227231,0,fraud_stayed_home,-0.005263921273418487,0.8583855497751707,0,1,0
0.6293603710036342,0.07637167718720275,1,genuine_stranded,-0.5529886938164315,0.12134789439875195,1,0,0
0.45409716569476843,0.41507548584534854,0,fraud_driving_and_claiming,-0.0390216798494199,0.9140655417761591,0,0,0
0.04113890149891071,0.08896622461559334,0,fraud_stayed_home,0.04782732311668263,2.1625288679397774,0,1,0
0.11717840006008237,0.32901686051699464,0,fraud_spoof_activation,0.21183846045691226,2.807804617093918,0,0,1
0.5541669018195056,0.1169589083488038,1,genuine_stranded,-0.4372079934707018,0.21105319879551185,1,0,0
0.5656448295277825,0.1294130749567046,1,genuine_slow_stop,-0.4362317545710779,0.22878817132752904,1,0,0
0.08052391190356056,0.055089242402238614,0,fraud_stayed_home,-0.02543466950132195,0.6841267019107752,0,1,0
0.0796974538471542,0.24484146662418224,0,fraud_spoof_activation,0.16514401277702806,3.072098074747341,0,0,1
0.03991539278501452,0.03197454644248761,0,fraud_stayed_home,-0.007940846342526911,0.8010379749167,0,1,0
0.048198410085221306,0.3479940363804552,0,fraud_spoof_activation,0.2997956262952339,7.219881649280923,0,0,1
0.08671411780057527,0.001793755123804192,0,fraud_stayed_home,-0.08492036267677107,0.0206856101830988,0,1,0
0.3891700014412888,0.15100950275210395,1,genuine_slow_stop,-0.23816049868918487,0.3880286614183549,0,0,0
0.026953943612269438,0.07575380335837632,0,fraud_stayed_home,0.048799859746106886,2.810386267099979,0,1,0
0.3839748464612772,0.2443908359788666,1,genuine_slow_stop,-0.13958401048241062,0.6364745028396277,0,0,0
0.05003434775134639,0.0826792150196087,0,fraud_stayed_home,0.032644867268262316,1.6524161165120295,0,1,0
0.7358318762398371,0.7568266759739345,0,fraud_driving_and_claiming,0.020994799734097347,1.0285306628882598,0,0,0
0.6273821583716603,0.025551637149857986,1,genuine_stranded,-0.6018305212218024,0.040727323978820056,1,0,0
0.042522211089568246,0.01829888976542706,0,fraud_stayed_home,-0.024223321324141185,0.43032709187656165,0,1,0
0.527319676572447,0.015688905032905695,1,genuine_slow_stop,-0.5116307715395414,0.029752114282494368,1,0,0
0.5824266161828247,0.06822707721180668,1,genuine_stranded,-0.514199538971018,0.11714258616196888,1,0,0
0.05909384018371827,0.08014992159344113,0,fraud_stayed_home,0.021056081409722857,1.3562930595000395,0,1,0
0.1296174335955925,0.11948387296586166,0,fraud_spoof_activation,-0.010133560629730837,0.9218123506927224,0,0,0
0.6922772873690575,0.7779507130037403,0,fraud_driving_and_claiming,0.08567342563468283,1.1237543155661769,0,0,1
0.7128156747490257,0.04288348057851361,1,genuine_stranded,-0.6699321941705121,0.06016060243485798,1,0,0
0.14416112570729875,0.28902613983257314,0,fraud_spoof_activation,0.1448650141252744,2.0048687435380965,0,0,1
0.832071242252894,0.13753239730255995,1,genuine_stranded,-0.694538844950334,0.16528901015875896,1,0,0
0.5662677303061969,0.49549403333016834,0,fraud_driving_and_claiming,-0.07077369697602859,0.875015706875146,0,0,0
0.8322889783160994,0.049121597152560675,1,genuine_stranded,-0.7831673811635387,0.059019810922082916,1,0,0
0.05500918354830635,0.256985798890183,0,fraud_spoof_activation,0.20197661534187666,4.671604097894254,0,0,1
0.041073389603835775,0.18418800418693965,0,fraud_spoof_activation,0.14311461458310387,4.484254202276424,0,0,1
0.716706867715691,0.050254001946799576,1,genuine_stranded,-0.6664528657688915,0.07011783211892227,1,0,0
0.0891164255732753,0.2350183547738352,0,fraud_spoof_activation,0.1459019292005599,2.637176211745427,0,0,1
0.04657352480450475,0.12290755022156455,0,fraud_spoof_activation,0.0763340254170598,2.638943730235907,0,0,1
0.07448375619066154,0.015778751669553802,0,fraud_stayed_home,-0.05870500452110774,0.2118386697697488,0,1,0
0.5604524120560413,0.09344254925475395,1,genuine_stranded,-0.4670098628012874,0.16672670242466175,1,0,0
0.7164929655312391,0.04974552969367336,1,genuine_stranded,-0.6667474358375657,0.0694290979223948,1,0,0
0.07299967706440294,0.05566028699201363,0,fraud_stayed_home,-0.017339390072389313,0.7624626130920511,0,1,0
0.08494307630670592,0.031419424015990696,0,fraud_stayed_home,-0.05352365229071522,0.36988363853113426,0,1,0
0.038219164110898866,0.01982675773132391,0,fraud_stayed_home,-0.018392406379574955,0.5187512453843732,0,1,0
0.5060683448670764,0.10018901266530256,1,genuine_slow_stop,-0.40587933220177386,0.19797486981081236,1,0,0
0.08227343308942055,0.2945952193361292,0,fraud_spoof_activation,0.21232178624670867,3.580641133266106,0,0,1
0.08086584079750692,0.03160667994099229,0,fraud_stayed_home,-0.049259160856514626,0.39084845691123754,0,1,0
0.1268589394767185,0.16061610912249036,0,fraud_spoof_activation,0.033757169645771856,1.2660900658238674,0,0,0
0.020308243925557936,0.03642240181085738,0,fraud_stayed_home,0.016114157885299445,1.7933903371470183,0,1,0
0.9853793795953945,0.0962737321316945,1,genuine_stranded,-0.8891056474636999,0.09770209974266518,1,0,0
0.08132295862936673,0.07121886427162806,0,fraud_stayed_home,-0.010104094357738666,0.8757427143482703,0,1,0
0.08954755775171393,0.07714813906001652,0,fraud_stayed_home,-0.012399418691697403,0.8615229658295634,0,1,0
0.8573720289591046,0.08468126196334211,1,genuine_stranded,-0.7726907669957624,0.09876828300296495,1,0,0
0.07097169936576152,0.07061132241184352,0,fraud_stayed_home,-0.00036037695391799573,0.9949082258791423,0,1,0
0.11077353873900948,0.17315063195197566,0,fraud_spoof_activation,0.06237709321296618,1.5630905253410936,0,0,1
0.864185376524461,0.06022447134573616,1,genuine_stranded,-0.8039609051787249,0.06968921633310599,1,0,0
0.6021030355562966,0.0626814914107673,1,genuine_slow_stop,-0.5394215441455293,0.10410408784730124,1,0,0
0.752212675964705,0.09191363413356601,1,genuine_stranded,-0.660299041831139,0.12219085755877528,1,0,0
0.7041914830291682,0.7964996815104697,0,fraud_driving_and_claiming,0.09230819848130145,1.131082339993507,0,0,1
0.44141114645627366,0.4189968025320016,0,fraud_driving_and_claiming,-0.02241434392427205,0.9492190142382217,0,0,0
0.03320244913617309,0.3244900853534257,0,fraud_spoof_activation,0.2912876362172526,9.772782460720745,0,0,1
0.33032371730336085,0.12255575410338937,1,genuine_slow_stop,-0.20776796319997148,0.37101599633199006,0,0,0
0.6453795749862442,0.07179679010474133,1,genuine_stranded,-0.5735827848815029,0.11124721271053381,1,0,0
0.5388843551605043,0.513224578878183,0,fraud_driving_and_claiming,-0.0256597762823213,0.9523817523772224,0,0,0
0.12067457972476824,0.24509131133612447,0,fraud_spoof_activation,0.12441673161135623,2.030993444532178,0,0,1
0.08300103686169848,0.3449834365238614,0,fraud_spoof_activation,0.2619823996621629,4.156324947768299,0,0,1
0.9690563060605458,0.12453681431336344,1,genuine_stranded,-0.8445194917471823,0.12851336400283275,1,0,0
0.9359074648551509,0.06905253289697823,1,genuine_stranded,-0.8668549319581726,0.07378128897217036,1,0,0
0.3126219483039039,0.1894016306370866,1,genuine_slow_stop,-0.12322031766681729,0.6058468569395212,0,0,0
0.35388320944727825,0.3575117748773759,0,fraud_driving_and_claiming,0.003628565430097652,1.010250712897768,0,0,0
0.01919509015469716,0.08324260759523067,0,fraud_stayed_home,0.06404751744053351,4.3364355410084245,0,1,1
0.08768587052434544,0.020853025294861834,0,fraud_stayed_home,-0.0668328452294836,0.23781240190425298,0,1,0
0.11714623248487512,0.12664863474661597,0,fraud_spoof_activation,0.009502402261740858,1.081106502135828,0,0,0
0.557146221114855,0.07588673723198015,1,genuine_slow_stop,-0.48125948388287487,0.13620589739302716,1,0,0
0.028616955791467093,0.04975593225673325,0,fraud_stayed_home,0.021138976465266156,1.738626358196024,0,1,0
0.6165141644204652,0.11275137059693636,1,genuine_slow_stop,-0.5037627938235288,0.18288499148747553,1,0,0
0.1005537836011676,0.001,0,fraud_stayed_home,-0.0995537836011676,0.009944827726608409,0,1,0
0.114899424112612,0.21215289545895813,0,fraud_spoof_activation,0.09725347134634613,1.846406548082282,0,0,1
0.7703648838176077,0.14418513110509276,1,genuine_stranded,-0.6261797527125149,0.18716448136380623,1,0,0
0.03588730361143849,0.26448493541511153,0,fraud_spoof_activation,0.22859763180367304,7.369669468879929,0,0,1
0.3979921905046501,0.18681295365254594,1,genuine_slow_stop,-0.21117923685210419,0.46938731141522694,0,0,0
0.9561492861486544,0.02450651363234546,1,genuine_stranded,-0.9316427725163089,0.025630399307892265,1,0,0
0.09800922390995916,0.07869367570638097,0,fraud_spoof_activation,-0.019315548203578184,0.8029129264991367,0,1,0
0.5608744828480923,0.13217288159769172,1,genuine_slow_stop,-0.4287016012504006,0.23565458936897313,1,0,0
0.056791942617696024,0.03510337381518231,0,fraud_stayed_home,-0.021688568802513714,0.6180939426132941,0,1,0
0.6181934248737357,0.1484549719892072,1,genuine_slow_stop,-0.46973845288452853,0.24014285153012932,1,0,0
0.06880692092309962,0.25989923377256996,0,fraud_spoof_activation,0.19109231284947034,3.7771702775765568,0,0,1
0.09209528418647454,0.03920235682545792,0,fraud_stayed_home,-0.052892927361016626,0.42566708496166733,0,1,0
0.7305692338837511,0.13120852224727925,1,genuine_stranded,-0.5993607116364719,0.17959741057306375,1,0,0
0.5754761880246716,0.044832587143053146,1,genuine_slow_stop,-0.5306436008816184,0.07790506396429236,1,0,0
0.6639330727569708,0.07206458463187942,1,genuine_stranded,-0.5918684881250913,0.10854177784946765,1,0,0
0.5485533532600975,0.17863953436243496,1,genuine_slow_stop,-0.3699138188976625,0.3256551211393502,0,0,0
0.034220703441027414,0.06420998551196076,0,fraud_stayed_home,0.02998928207093335,1.8762942535169438,0,1,0
0.4229984440088941,0.3276096105307908,0,fraud_driving_and_claiming,-0.09538883347810329,0.7744918230292105,0,0,0
0.8174951486904034,0.03671562917444099,1,genuine_stranded,-0.7807795195159624,0.0449122962025668,1,0,0
0.39408952661097196,0.0991503651794628,1,genuine_slow_stop,-0.29493916143150917,0.2515928663196197,1,0,0
0.6163547882407018,0.6592137874426977,0,fraud_driving_and_claiming,0.04285899920199587,1.069534512402857,0,0,0
0.6515167906918949,0.10330350082725345,1,genuine_stranded,-0.5482132898646415,0.158558219442554,1,0,0
0.13577810589481004,0.30316195721982786,0,fraud_spoof_activation,0.16738385132501782,2.2327585324850467,0,0,1
0.5566072796020319,0.07376058536044386,1,genuine_stranded,-0.4828466942415881,0.13251794495975117,1,0,0
0.03364809983739359,0.28083543913127224,0,fraud_spoof_activation,0.24718733929387865,8.346001542043785,0,0,1
0.7376002158676983,0.010932846642592541,1,genuine_stranded,-0.7266673692251058,0.014822164616053912,1,0,0
0.3553875633290213,0.12961853544351562,1,genuine_slow_stop,-0.2257690278855057,0.3647234289965427,1,0,0
0.031903792261493834,0.2838168618262687,0,fraud_spoof_activation,0.2519130695647749,8.895743921480086,0,0,1
0.06533912055738324,0.2284776584669749,0,fraud_spoof_activation,0.16313853790959165,3.496743754341874,0,0,1
0.4972933812126451,0.4663083978046043,0,fraud_driving_and_claiming,-0.03098498340804079,0.9376908636440213,0,0,0
0.11566945622855838,0.03558372129567982,0,fraud_stayed_home,-0.08008573493287857,0.30763016292914386,0,1,0
0.145377067087604,0.2623035092303496,0,fraud_spoof_activation,0.11692644214274561,1.8042852989116096,0,0,1
0.047212060953382706,0.15121272007499104,0,fraud_spoof_activation,0.10400065912160833,3.20277306790796,0,0,1
0.14907074856870905,0.15744281276771144,0,fraud_spoof_activation,0.008372064199002383,1.0561545985699903,0,0,0
0.10480182821535605,0.2007824591397387,0,fraud_spoof_activation,0.09598063092438264,1.915811458133144,0,0,1
0.5653895237017014,0.0715221883932097,1,genuine_slow_stop,-0.4938673353084917,0.12650050787010472,1,0,0
0.11621403758255748,0.10182038186460185,0,fraud_spoof_activation,-0.01439365571795563,0.876137752760869,0,1,0
0.01239866734792712,0.057662345952362346,0,fraud_stayed_home,0.045263678604435226,4.650313942656042,0,1,0
0.07530548785735286,0.2895527592251422,0,fraud_spoof_activation,0.21424727136778932,3.8449908827725325,0,0,1
0.642425633952583,0.08069717703404752,1,genuine_stranded,-0.5617284569185355,0.12561306267386746,1,0,0
0.39764185773745203,0.30968900986934783,0,fraud_driving_and_claiming,-0.0879528478681042,0.7788119510845668,0,0,0
0.0737502609081357,0.06577499706357208,0,fraud_stayed_home,-0.007975263844563624,0.8918491189662665,0,1,0
0.03160232679201545,0.2742443619872944,0,fraud_spoof_activation,0.24264203519527894,8.677705476772209,0,0,1
0.02707549654204163,0.15537612944326942,0,fraud_spoof_activation,0.12830063290122778,5.738413357947442,0,0,1
0.5766447215155428,0.10377363185132372,1,genuine_slow_stop,-0.4728710896642191,0.1799608112561477,1,0,0
0.04993370907700728,0.010624096414136128,0,fraud_stayed_home,-0.039309612662871155,0.21275975389687515,0,1,0
0.7707735619803424,0.019285364291315575,1,genuine_stranded,-0.7514881976890269,0.02502075865317338,1,0,0
0.6143598438249858,0.017372708384139665,1,genuine_stranded,-0.5969871354408461,0.02827769471110477,1,0,0
0.02065706397502553,0.04986954035207118,0,fraud_stayed_home,0.029212476377045653,2.4140471446095204,0,1,0
0.09082367045335123,0.14290937099533085,0,fraud_spoof_activation,0.052085700541979627,1.5734642391984348,0,0,1
0.1051696626248742,0.003999804079323327,0,fraud_stayed_home,-0.10116985854555088,0.03803155727552982,0,1,0
0.04295488422219765,0.0670855218663319,0,fraud_stayed_home,0.024130637644134256,1.561730670455275,0,1,0
0.8288508366864377,0.07269288472923091,1,genuine_stranded,-0.7561579519572068,0.08770311111312805,1,0,0
0.4161629489478162,0.15151100853419705,1,genuine_slow_stop,-0.26465194041361917,0.3640656739183225,0,0,0
0.0473828195496263,0.028542018092803337,0,fraud_stayed_home,-0.018840801456822966,0.6023579011588659,0,1,0
0.7899075999441612,0.7000416353240627,0,fraud_driving_and_claiming,-0.08986596462009844,0.8862311859543608,0,0,0
0.143114225536647,0.10779195630706019,0,fraud_spoof_activation,-0.0353222692295868,0.753183009724275,0,0,0
0.5003508297867623,0.0677613301509773,1,genuine_slow_stop,-0.43258949963578497,0.13542736553967538,1,0,0
0.8489410931473245,0.077034705469846,1,genuine_stranded,-0.7719063876774784,0.09074200241885931,1,0,0
0.08865183754290032,0.05956568396147026,0,fraud_stayed_home,-0.02908615358143006,0.671898222464065,0,1,0
0.9140363211280371,0.03560701998448522,1,genuine_stranded,-0.8784293011435519,0.03895576160997635,1,0,0
0.8853417292514549,0.05975836944480465,1,genuine_stranded,-0.8255833598066503,0.06749744191758318,1,0,0
0.12851348362253417,0.07485858228597268,0,fraud_stayed_home,-0.05365490133656149,0.582491406228136,0,0,0
0.3023735597904567,0.17367440070646806,1,genuine_slow_stop,-0.12869915908398866,0.5743684284379715,0,0,0
0.5518898413071643,0.09099384318466315,1,genuine_slow_stop,-0.4608959981225012,0.1648765233522311,1,0,0
0.10030567970967232,0.005410794647785395,0,fraud_stayed_home,-0.09489488506188692,0.05394251572723173,0,1,0
0.06856773874692526,0.33087338378560643,0,fraud_spoof_activation,0.26230564503868115,4.825426131969554,0,0,1
0.7507703240083139,0.07797865902643929,1,genuine_stranded,-0.6727916649818746,0.10386472755794249,1,0,0
0.7980419370345566,0.8841497731698933,0,fraud_driving_and_claiming,0.08610783613533668,1.1078974979157143,0,0,1
0.09401305349519157,0.15924051812512954,0,fraud_spoof_activation,0.06522746462993798,1.6937948339103797,0,0,1
