event_id,trigger_type,pincode,start_time,duration_minutes,raw_value,threshold_value,trend,variability,sustained_event,label_trigger,source_confidence,multi_source_match
BORDER_1845,rain,226001,2022-09-15 21:00:00,83,43.49633466137155,25.0,3.269203657235236,13.231600336440149,0,0,0.6993498160805964,0
BORDER_87,rain,800001,2022-07-04 15:00:00,67,26.560111892140043,25.0,1.6932641277357385,5.717488833180817,0,0,0.709858481791055,0
FAKE_854,rain,560001,2022-07-06 14:00:00,30,48.05759813883688,25.0,-6.664645103803036,24.28780154996219,0,0,0.5259504327812303,0
FAKE_3094,rain,500001,2022-10-07 22:00:00,7,98.45733974161016,25.0,-12.796659269827156,12.097934991610765,0,0,0.3214987964304149,0
FAKE_2353,rain,395003,2022-09-07 01:00:00,24,35.049365367364366,25.0,10.457629710926344,15.351715486011063,0,0,0.3268484149979054,0
BORDER_1680,rain,462001,2022-09-09 00:00:00,102,26.44370116217763,25.0,-2.3165193275145035,8.64192442314205,0,1,0.6174418453272082,0
FAKE_3945,rain,560001,2022-11-12 09:00:00,13,92.36898989541614,25.0,-5.314201674916424,7.203866106307478,0,0,0.22907651399492507,0
FAKE_3049,rain,452001,2022-10-06 01:00:00,17,89.03612128784738,25.0,-4.170856320411847,8.641302276608913,0,0,0.3661685901101611,0
BORDER_1933,rain,462001,2022-09-19 13:00:00,66,44.665140222764435,25.0,2.686478356499837,11.278009612893825,0,0,0.7895777049216134,1
BORDER_1651,rain,700001,2022-09-07 19:00:00,98,31.61037209835868,25.0,2.3451677427376936,3.3358207501676596,0,1,0.7172146353810909,0
FAKE_3417,rain,462001,2022-10-21 09:00:00,23,93.21335813806233,25.0,-2.499588587056861,12.860250659344883,0,0,0.394218469276287,0
FAKE_257,rain,400001,2022-06-11 17:00:00,15,77.42865957336414,25.0,10.803671915676137,24.496274722333744,0,0,0.21980941267417858,0
BORDER_1968,rain,800001,2022-09-21 00:00:00,101,48.42014136194939,25.0,0.2188072701850743,4.7247724806664415,0,1,0.7337623921985227,1
BORDER_2490,rain,600001,2022-10-12 18:00:00,91,43.773799776379924,25.0,0.333394051563908,7.3195605865083335,0,1,0.7293304373973972,1
BORDER_487,rain,462001,2022-07-21 07:00:00,88,48.86784995413697,25.0,0.006770748054762521,7.172154237084329,0,0,0.7939792860014198,1
FAKE_1782,rain,462001,2022-08-14 06:00:00,21,38.84433866720654,25.0,13.735059133455092,26.365436578795887,0,0,0.31524741867576045,0
FAKE_2939,rain,380001,2022-10-01 11:00:00,29,85.4782914211555,25.0,11.58994974742097,11.21671958743925,0,0,0.6181955301431528,0
FAKE_3487,rain,560001,2022-10-24 07:00:00,28,84.3691069518465,25.0,6.151334154766037,13.05330357040769,0,0,0.36536957178298257,0
FAKE_3113,rain,395003,2022-10-08 17:00:00,25,95.27487700829123,25.0,10.440837079718442,28.007506764318702,0,0,0.42456984422969546,0
FAKE_3626,rain,500001,2022-10-30 02:00:00,29,38.37529996908958,25.0,2.5801785910385853,27.938527039915897,0,0,0.3275556935832191,0
FAKE_35,rain,500001,2022-06-02 11:00:00,7,85.90307741433894,25.0,-4.5400203812481195,7.404413777285519,0,0,0.670261632244802,0
BORDER_18,rain,400001,2022-07-01 18:00:00,93,26.230239450773198,25.0,0.3929826383426125,5.613456042702804,0,1,0.6727521035352637,0
FAKE_3834,rain,560001,2022-11-07 18:00:00,33,42.58578129484582,25.0,-11.815660415358245,28.847649985682136,0,0,0.3392813567248677,0
FAKE_3204,rain,700001,2022-10-12 12:00:00,30,39.6093744191364,25.0,-4.224792363637317,14.58379085663056,0,0,0.43746417651419234,0
BORDER_1266,rain,302001,2022-08-22 18:00:00,71,28.29583277345558,25.0,-3.712661906152684,5.222051480387153,0,0,0.7022025743566974,1
FAKE_1733,rain,600001,2022-08-12 05:00:00,25,94.32416361197478,25.0,-1.280501703215391,26.154846653859334,0,0,0.42616173881714803,0
FAKE_1085,rain,411001,2022-07-16 05:00:00,17,51.692220399603684,25.0,8.825470359515506,20.630403125785953,0,0,0.668819889978951,0
BORDER_1995,rain,440001,2022-09-22 03:00:00,107,27.482901282347402,25.0,-3.5443988029290177,6.667475824871497,0,1,0.6403089882806682,0
BORDER_1390,rain,411001,2022-08-27 22:00:00,98,31.25927931907074,25.0,0.6789822895017474,7.845556917755651,0,1,0.8047818384483811,1
FAKE_2372,rain,600001,2022-09-07 20:00:00,33,96.32101971261594,25.0,14.962501031739507,14.29650288332736,0,0,0.34940153204163726,0
BORDER_1456,rain,302001,2022-08-30 16:00:00,75,33.92417607122701,25.0,-4.397023986424503,5.574552588363487,0,0,0.5800173703103058,0
BORDER_2963,rain,700001,2022-11-01 11:00:00,75,36.64695369719183,25.0,-4.043937158607922,5.939087109977707,0,0,0.5808036480304104,1
BORDER_579,rain,226001,2022-07-25 03:00:00,64,29.817293870001457,25.0,4.839859886443939,2.9943670523037156,0,0,0.6072537168231471,0
FAKE_3701,rain,226001,2022-11-02 05:00:00,17,83.70835099542944,25.0,5.125731099920863,23.293499339640128,0,0,0.6059053847195973,0
BORDER_2202,rain,226001,2022-09-30 18:00:00,88,40.41001855274537,25.0,-4.508013333551226,2.784563844384555,0,0,0.55574218889545,0
FAKE_3645,rain,400001,2022-10-30 21:00:00,13,52.21233017453642,25.0,5.8283135123891725,28.532248759856923,0,0,0.5128346649624531,0
FAKE_444,rain,800001,2022-06-19 12:00:00,31,54.84219466956041,25.0,-3.6149128987584422,10.668259573087767,0,0,0.39080596993360006,0
FAKE_1722,rain,452001,2022-08-11 18:00:00,18,99.67471093345944,25.0,-7.42010993486153,15.919429233082992,0,0,0.4600903682833798,0
BORDER_750,rain,380001,2022-08-01 06:00:00,81,35.42116547637629,25.0,0.3435615290025842,13.260185453296831,0,0,0.6063678477336375,1
BORDER_195,rain,395003,2022-07-09 03:00:00,86,28.664739517394786,25.0,-2.358114274494729,5.938579712545808,0,0,0.6944937780778093,1
FAKE_3647,rain,395003,2022-10-30 23:00:00,14,69.51106105907624,25.0,3.4469603108131253,22.90769955203061,0,0,0.6410538785941264,0
FAKE_1824,rain,395003,2022-08-16 00:00:00,38,73.72306796600385,25.0,10.544533479419819,20.229884784833153,0,0,0.6265864893233613,0
FAKE_2860,rain,560001,2022-09-28 04:00:00,26,88.69350208043076,25.0,-0.24178852171930032,25.563400472836793,0,0,0.40300626809410955,0
BORDER_2154,rain,226001,2022-09-28 18:00:00,63,30.06672200126004,25.0,-1.1171976914573891,4.063647676706052,0,0,0.6832103293527148,1
BORDER_954,rain,411001,2022-08-09 18:00:00,87,25.542132250714356,25.0,0.9712791042101987,13.169196390470997,0,0,0.6338865743038464,1
BORDER_522,rain,800001,2022-07-22 18:00:00,98,44.09938269152543,25.0,-1.058438198660542,7.961260269778476,0,1,0.7262477189404456,0
BORDER_764,rain,800001,2022-08-01 20:00:00,85,31.15438618791994,25.0,-3.3517811700977376,4.719399706097494,0,0,0.7299056557907756,0
BORDER_1733,rain,440001,2022-09-11 05:00:00,69,23.476991577282615,25.0,0.4245015910125094,4.585853285705888,0,0,0.5297268026200297,0
BORDER_2999,rain,400001,2022-11-02 23:00:00,97,31.40829662137161,25.0,-2.9623374046800013,6.69607107542844,0,1,0.5833159869011103,1
BORDER_151,rain,400001,2022-07-07 07:00:00,75,30.843044453795077,25.0,1.5962136847552078,6.291659943074031,0,0,0.7298654385152887,1
FAKE_743,rain,560001,2022-07-01 23:00:00,19,93.38482307386721,25.0,0.2956202865137296,17.531891115643234,0,0,0.22512150491149108,0
FAKE_1506,rain,226001,2022-08-02 18:00:00,18,46.588071843092834,25.0,-13.151760441225923,9.062460386861037,0,0,0.6475169294267185,0
FAKE_2165,rain,440001,2022-08-30 05:00:00,19,42.27134123834384,25.0,-3.9506885373980474,14.100686730364158,0,0,0.6797197978705825,0
FAKE_1074,rain,452001,2022-07-15 18:00:00,14,78.51567941933482,25.0,14.511347496274553,6.25438375799935,0,0,0.24834727989378358,0
FAKE_165,rain,560001,2022-06-07 21:00:00,25,54.06862168053061,25.0,7.327489555298666,10.139495209390937,0,0,0.5938949443572461,0
BORDER_1745,rain,411001,2022-09-11 17:00:00,84,37.24559938802294,25.0,-0.3367753603787307,10.412854831291419,0,0,0.6631868447451555,1
BORDER_2118,rain,380001,2022-09-27 06:00:00,94,24.475241433627666,25.0,-4.236618745886829,6.006523217572894,0,1,0.7184635352711216,1
FAKE_1651,rain,500001,2022-08-08 19:00:00,18,35.28269204933848,25.0,8.59449102887718,5.451505493999013,0,0,0.44136419373839164,0
FAKE_1066,rain,395003,2022-07-15 10:00:00,31,59.80971730855775,25.0,-0.7467490520449385,14.651273391295895,0,0,0.6833530700092303,0
FAKE_2480,rain,411001,2022-09-12 08:00:00,7,78.84499302777061,25.0,6.085524701880978,20.351090174314088,0,0,0.45513132311032456,0
FAKE_1892,rain,700001,2022-08-18 20:00:00,17,66.61428991391706,25.0,1.1497911602973616,19.126844787002632,0,0,0.6743524591195904,0
FAKE_1271,rain,560001,2022-07-23 23:00:00,24,37.77777221554341,25.0,-4.3753740972151505,15.487037127245493,0,0,0.39534676855047435,0
FAKE_96,rain,110001,2022-06-05 00:00:00,39,77.46042310989192,25.0,-12.736963587306922,9.155385797731324,0,0,0.3084045532932456,0
BORDER_2540,rain,380001,2022-10-14 20:00:00,74,24.452271612588902,25.0,-0.6549380238415985,14.125529925748875,0,0,0.6764381246948603,1
FAKE_2320,rain,226001,2022-09-05 16:00:00,26,72.92553200414342,25.0,-11.198349871419689,23.325605371591454,0,0,0.33460502893781097,0
FAKE_3053,rain,700001,2022-10-06 05:00:00,31,67.88752039638965,25.0,-13.66792603181909,24.910891108766492,0,0,0.39823771436169375,0
FAKE_3256,rain,302001,2022-10-14 16:00:00,26,39.143866639684965,25.0,-10.224973965605566,21.436784221403837,0,0,0.6350715027758685,0
FAKE_2950,rain,110001,2022-10-01 22:00:00,13,49.583996541142376,25.0,5.314886294174194,28.69724147865451,0,0,0.5192389583066195,0
FAKE_301,rain,400001,2022-06-13 13:00:00,29,70.13992514892121,25.0,1.3706066548642042,16.11048631878004,0,0,0.20733352852313192,0
FAKE_703,rain,411001,2022-06-30 07:00:00,16,29.133328629156402,25.0,2.391784712916742,16.32277675669027,0,0,0.6743721975748554,0
BORDER_2105,rain,395003,2022-09-26 17:00:00,91,21.43938983634965,25.0,-2.1494199617673693,10.107669807336123,0,1,0.7671126486554349,1
BORDER_2959,rain,560001,2022-11-01 07:00:00,91,45.041073055895964,25.0,0.41434294030754604,10.148006826304487,0,1,0.783222126132953,1
FAKE_2595,rain,452001,2022-09-17 03:00:00,34,32.7568569407839,25.0,7.500455376860856,9.39038835827916,0,0,0.385947999770588,0
BORDER_1210,rain,800001,2022-08-20 10:00:00,85,41.207874055645554,25.0,-1.7780557602371272,12.976124138282206,0,0,0.6871898273840401,1
FAKE_835,rain,380001,2022-07-05 19:00:00,22,35.43394033037822,25.0,9.006190430507374,26.575226151680674,0,0,0.2753437435004169,0
FAKE_2642,rain,110001,2022-09-19 02:00:00,5,72.81679381878594,25.0,-13.426185212640178,12.331652143570755,0,0,0.6605792469670583,0
BORDER_1124,rain,560001,2022-08-16 20:00:00,81,39.19064379138285,25.0,4.593977324252483,12.37387365605171,0,0,0.740907705393965,1
FAKE_2104,rain,395003,2022-08-27 16:00:00,30,86.12175712899892,25.0,-5.979327971186693,18.768582022276803,0,0,0.34504613247537397,0
FAKE_214,rain,110001,2022-06-09 22:00:00,39,31.182198225312856,25.0,-14.715436991145058,6.317095899430715,0,0,0.24427170530680908,0
BORDER_1368,rain,800001,2022-08-27 00:00:00,88,34.29251378969194,25.0,4.493254850103558,9.574908276919171,0,0,0.5359052294174834,0
FAKE_3728,rain,226001,2022-11-03 08:00:00,8,28.96818788508351,25.0,1.601945858602587,8.319917874764275,0,0,0.37136701368187863,0
FAKE_3807,rain,462001,2022-11-06 15:00:00,5,79.40273266182766,25.0,3.541524250061169,7.288793393781152,0,0,0.25657950329483814,0
FAKE_646,rain,600001,2022-06-27 22:00:00,27,44.86128641970129,25.0,7.275924985212644,6.91589516188122,0,0,0.6363179012734176,0
FAKE_1986,rain,110001,2022-08-22 18:00:00,17,94.89542641509811,25.0,10.2424930807605,21.186173093781203,0,0,0.3707535553420218,0
FAKE_1578,rain,395003,2022-08-05 18:00:00,37,67.81240684822029,25.0,5.090519173898176,29.034561753592882,0,0,0.5013349804722524,0
BORDER_2408,rain,395003,2022-10-09 08:00:00,101,45.178502057655294,25.0,2.629089177629032,3.5425263165362746,0,1,0.5859439875067871,0
FAKE_23,rain,226001,2022-06-01 23:00:00,10,59.783558215735354,25.0,-8.446786883494992,15.412748696759156,0,0,0.641640129459434,0
FAKE_3152,rain,411001,2022-10-10 08:00:00,10,66.44112682844334,25.0,13.607206122368922,9.578384289294245,0,0,0.5030167262601892,0
FAKE_3239,rain,462001,2022-10-13 23:00:00,35,91.92008017922143,25.0,-13.768008787601651,6.7884705472594105,0,0,0.3625257618047938,0
BORDER_2878,rain,411001,2022-10-28 22:00:00,109,40.95466776406465,25.0,-1.5277322964310383,7.657859829407134,0,1,0.582580233190466,0
BORDER_53,rain,800001,2022-07-03 05:00:00,94,26.514324735197565,25.0,-3.934371162589483,3.6960106984564396,0,1,0.521777943382595,0
FAKE_1796,rain,452001,2022-08-14 20:00:00,33,72.42146379848938,25.0,-5.9553475393692175,29.20052403069071,0,0,0.5514737743084532,0
FAKE_576,rain,600001,2022-06-25 00:00:00,7,55.04190578098152,25.0,7.627949200410679,27.960660803635218,0,0,0.6754642972512741,0
FAKE_860,rain,302001,2022-07-06 20:00:00,17,82.72302140040041,25.0,6.063223623413776,13.283805468407927,0,0,0.5378314511035365,0
FAKE_28,rain,395003,2022-06-02 04:00:00,16,44.63188989107695,25.0,-0.08254482322843693,12.521957745419241,0,0,0.34242024718873376,0
BORDER_573,rain,440001,2022-07-24 21:00:00,99,38.0995234066832,25.0,1.9482570545591518,6.873827894116973,0,1,0.6506533022790182,1
FAKE_2913,rain,700001,2022-09-30 09:00:00,13,74.38043416191749,25.0,-1.8590465059659103,24.399347718747205,0,0,0.5596342529743074,0
BORDER_1701,rain,800001,2022-09-09 21:00:00,95,20.548999601119114,25.0,1.9243089075629003,12.08732793478277,0,1,0.5113497205232913,1
BORDER_2370,rain,700001,2022-10-07 18:00:00,63,32.220710733128605,25.0,-1.3498582614079435,8.838070246911723,0,0,0.7115894293140964,1
FAKE_1928,rain,600001,2022-08-20 08:00:00,13,78.95164922258519,25.0,6.647295782550806,12.059927752645676,0,0,0.617653230429225,0
BORDER_1734,rain,302001,2022-09-11 06:00:00,79,29.803825553233864,25.0,2.561490119385038,6.084491197129434,0,0,0.8425509979695348,0
FAKE_106,rain,400001,2022-06-05 10:00:00,38,28.72481820506336,25.0,-10.984436435981005,5.341799120674932,0,0,0.23767953017623117,0
FAKE_1847,rain,452001,2022-08-16 23:00:00,13,89.46686938112698,25.0,-7.012995164465957,17.863173414556012,0,0,0.2534426477445303,0
BORDER_174,rain,400001,2022-07-08 06:00:00,83,47.378530946115916,25.0,0.3201781911193935,5.752580787602458,0,0,0.5445976397851553,0
BORDER_755,rain,110001,2022-08-01 11:00:00,81,22.015262937975685,25.0,-2.9504233776771938,14.665948626546719,0,0,0.742615451325588,1
FAKE_3375,rain,110001,2022-10-19 15:00:00,19,92.81600401924598,25.0,12.253386170712048,18.097791917609932,0,0,0.5039941155982688,0
FAKE_2556,rain,302001,2022-09-15 12:00:00,5,92.76236476031801,25.0,-3.428030163005003,24.477604683466165,0,0,0.5623946505977176,0
FAKE_2906,rain,560001,2022-09-30 02:00:00,21,92.0972875527623,25.0,4.096334657301725,22.23350289081511,0,0,0.5338036148635015,0
BORDER_2259,rain,302001,2022-10-03 03:00:00,79,32.83946167405427,25.0,1.904659437813839,9.83201651662728,0,0,0.5493605263496665,1
FAKE_2560,rain,400001,2022-09-15 16:00:00,13,54.21698735645377,25.0,10.258753632550455,27.672409790845695,0,0,0.2359447273000067,0
BORDER_2868,rain,500001,2022-10-28 12:00:00,92,26.81118709410577,25.0,-0.9248572572165692,6.823747884505035,0,1,0.752771595883962,1
FAKE_1141,rain,380001,2022-07-18 13:00:00,25,90.3320702734337,25.0,7.104793672545121,17.526005924615085,0,0,0.48638026647754334,0
FAKE_2611,rain,302001,2022-09-17 19:00:00,24,89.23644112841144,25.0,14.970283850066036,12.954317287460661,0,0,0.27442840197497015,0
BORDER_1150,rain,560001,2022-08-17 22:00:00,88,26.405341043630752,25.0,1.0586684751188837,6.980354168975017,0,0,0.5355869137508471,1
FAKE_2772,rain,700001,2022-09-24 12:00:00,25,27.316100453423772,25.0,-13.993224550582466,17.07383408041664,0,0,0.34909864907546473,0
FAKE_2088,rain,226001,2022-08-27 00:00:00,17,88.08963843787245,25.0,12.942665822586584,13.061132254621347,0,0,0.6630713166314655,0
FAKE_2366,rain,700001,2022-09-07 14:00:00,35,70.53699787371751,25.0,2.1898093234077862,16.459425978466516,0,0,0.33852279814171116,0
FAKE_657,rain,395003,2022-06-28 09:00:00,13,56.76735766072582,25.0,-2.1316699970956723,18.522625095952023,0,0,0.5482149035180536,0
FAKE_1404,rain,380001,2022-07-29 12:00:00,15,95.31293653926639,25.0,-11.811644652883926,26.049588201455656,0,0,0.4414273824914734,0
FAKE_1667,rain,226001,2022-08-09 11:00:00,14,27.459705238274985,25.0,-10.944508374857097,22.37991149258028,0,0,0.2601254932853673,0
BORDER_1049,rain,226001,2022-08-13 17:00:00,109,40.12792378862327,25.0,-4.32827163104991,2.7035010814474423,0,1,0.7052637202141915,1
FAKE_701,rain,560001,2022-06-30 05:00:00,9,30.024915390651028,25.0,4.327701709524348,29.356191353618904,0,0,0.23490032730731447,0
FAKE_769,rain,700001,2022-07-03 01:00:00,34,89.89646404526829,25.0,-8.308138153717294,26.827721069105692,0,0,0.5947461492120261,0
FAKE_3956,rain,395003,2022-11-12 20:00:00,8,57.26746826148828,25.0,-6.473224480873727,27.602697636440894,0,0,0.29238249421067847,0
FAKE_1363,rain,395003,2022-07-27 19:00:00,16,76.10079830126875,25.0,9.096363697322797,19.046923906037826,0,0,0.5704416033609927,0
BORDER_797,rain,380001,2022-08-03 05:00:00,81,23.672599981890684,25.0,-1.9828212814476434,6.0013200159779,0,0,0.5014299792376495,0
FAKE_1877,rain,500001,2022-08-18 05:00:00,10,88.64501986243981,25.0,-11.175008199840429,7.325759368522393,0,0,0.4946336693783335,0
FAKE_2569,rain,411001,2022-09-16 01:00:00,39,57.054384357654776,25.0,-12.102702578830076,5.99965321994602,0,0,0.4395118658045869,0
FAKE_1338,rain,411001,2022-07-26 18:00:00,29,81.31595982310328,25.0,1.4929365379806008,16.308825961967905,0,0,0.2847112010466235,0
BORDER_2289,rain,452001,2022-10-04 09:00:00,107,23.179716453498763,25.0,3.330565967356204,11.913559849312076,0,1,0.7872201618364062,0
BORDER_2258,rain,226001,2022-10-03 02:00:00,92,40.53353313051051,25.0,-3.5821548960216063,6.600786112133,0,1,0.6124111731908397,1
BORDER_205,rain,110001,2022-07-09 13:00:00,103,37.46287796847625,25.0,3.475594916654977,10.216950437371464,0,1,0.5579464446080803,1
BORDER_2949,rain,400001,2022-10-31 21:00:00,78,20.904425465492068,25.0,-3.901933760520345,7.637150056960243,0,0,0.6507746282429429,0
FAKE_2926,rain,380001,2022-09-30 22:00:00,6,84.08993890734519,25.0,-1.3624948327437174,17.3102696678843,0,0,0.29318469440808564,0
BORDER_821,rain,440001,2022-08-04 05:00:00,94,25.83881873147049,25.0,0.843524026248863,9.674114974486766,0,1,0.6030480851039783,1
BORDER_847,rain,452001,2022-08-05 07:00:00,70,33.95893649849752,25.0,-3.654391493271365,2.173753064313237,0,0,0.6534634781976866,1
BORDER_2719,rain,380001,2022-10-22 07:00:00,64,22.555908014288455,25.0,-2.112706392476069,7.684086760295791,0,0,0.6259784110244535,0
FAKE_2252,rain,400001,2022-09-02 20:00:00,9,53.5486946039332,25.0,-11.755477319290026,11.28997424412063,0,0,0.3359825538890413,0
FAKE_1481,rain,560001,2022-08-01 17:00:00,18,58.97727126083998,25.0,11.86932459191505,8.15382740719542,0,0,0.2616419637262064,0
BORDER_2499,rain,302001,2022-10-13 03:00:00,102,31.149996394025244,25.0,2.949752992104515,11.51454093016343,0,1,0.5648966598349393,1
FAKE_1047,rain,440001,2022-07-14 15:00:00,19,39.6193131317158,25.0,7.693532639667353,16.853948646976992,0,0,0.3128947760753146,0
FAKE_796,rain,411001,2022-07-04 04:00:00,26,35.79794139873764,25.0,-3.5324324406762493,20.483586353422787,0,0,0.4272015772399764,0
BORDER_2399,rain,400001,2022-10-08 23:00:00,92,36.26770187430685,25.0,-3.7669887795347057,7.722350066554642,0,1,0.7842013787895772,0
FAKE_146,rain,800001,2022-06-07 02:00:00,26,29.55900365334249,25.0,8.445434452542447,25.698522179437298,0,0,0.5752509623826567,0
FAKE_2270,rain,440001,2022-09-03 14:00:00,36,36.90410468523866,25.0,-10.201112475970373,5.35570559322915,0,0,0.5910450073118049,0
BORDER_2700,rain,411001,2022-10-21 12:00:00,89,23.662303320996163,25.0,4.27409756722572,4.745772866898993,0,0,0.5296861752371871,1
BORDER_1750,rain,380001,2022-09-11 22:00:00,81,36.287490497988195,25.0,3.0594040298935514,5.589596183472345,0,0,0.8140765683896614,1
FAKE_486,rain,500001,2022-06-21 06:00:00,9,65.30031552150797,25.0,10.251700852340282,19.505537969625735,0,0,0.4798442224189699,0
FAKE_3635,rain,411001,2022-10-30 11:00:00,6,99.76508232403178,25.0,10.770544631123052,5.191769982244719,0,0,0.22527785476869489,0
BORDER_1864,rain,600001,2022-09-16 16:00:00,75,28.820896116639283,25.0,2.0659005890262243,10.886154121748895,0,0,0.7801400074493401,0
BORDER_944,rain,411001,2022-08-09 08:00:00,65,20.520922276548372,25.0,1.467425860845477,9.027190537663735,0,0,0.689960625174701,1
BORDER_243,rain,110001,2022-07-11 03:00:00,71,29.436867213845975,25.0,1.2840749643855354,11.901150646260833,0,0,0.6754857188017094,1
FAKE_560,rain,600001,2022-06-24 08:00:00,15,29.29772293520226,25.0,-2.5307343994228297,12.547917501937546,0,0,0.5805441530119377,0
BORDER_1027,rain,400001,2022-08-12 19:00:00,67,43.94702941621442,25.0,2.2592243699600534,3.0636457593415947,0,0,0.5445954315805437,1
FAKE_2984,rain,302001,2022-10-03 08:00:00,30,48.37343837608666,25.0,14.599161594409171,11.799683074584536,0,0,0.44502010322028096,0
FAKE_1019,rain,226001,2022-07-13 11:00:00,30,29.07080208773307,25.0,-5.337973944128109,18.99361653334187,0,0,0.6289674569986643,0
FAKE_2062,rain,411001,2022-08-25 22:00:00,32,27.517808029708945,25.0,-7.518726360123237,27.26666689729768,0,0,0.5592656590611229,0
FAKE_3116,rain,302001,2022-10-08 20:00:00,33,30.82272769639332,25.0,13.895561685896702,13.724752700353939,0,0,0.6159213862923835,0
BORDER_2280,rain,110001,2022-10-04 00:00:00,103,47.16735502917861,25.0,-4.463466912601721,3.0858081652333085,0,1,0.7444963587973364,1
FAKE_551,rain,395003,2022-06-23 23:00:00,13,66.47528060148272,25.0,9.892893608629347,20.153664123336995,0,0,0.3455721238925895,0
FAKE_2865,rain,380001,2022-09-28 09:00:00,28,36.86177340104864,25.0,14.104933935722574,23.2401571770966,0,0,0.3251035535891915,0
FAKE_1055,rain,302001,2022-07-14 23:00:00,19,30.720797162766242,25.0,-3.383305763693791,12.069136426502464,0,0,0.3522452121770152,0
FAKE_2461,rain,500001,2022-09-11 13:00:00,14,44.689036508236775,25.0,7.363572405210611,20.854751923029774,0,0,0.5862673980633157,0
BORDER_430,rain,411001,2022-07-18 22:00:00,78,38.549392441285505,25.0,-4.299725615001392,10.633023591946953,0,0,0.684822527963001,0
BORDER_2267,rain,380001,2022-10-03 11:00:00,98,28.76178897505034,25.0,-0.72592768639137,6.500084502097577,0,1,0.6335515245300564,0
BORDER_2634,rain,110001,2022-10-18 18:00:00,82,36.001678519112325,25.0,2.820677951304712,9.330777212393487,0,0,0.5837042850515635,0
BORDER_2731,rain,452001,2022-10-22 19:00:00,105,47.19222287079023,25.0,-0.6207139654608902,6.686306406707484,0,1,0.6505098613608061,1
FAKE_2999,rain,462001,2022-10-03 23:00:00,33,68.4232126629242,25.0,-10.468950225092218,12.786063108307475,0,0,0.6001171069665813,0
FAKE_421,rain,700001,2022-06-18 13:00:00,12,46.89988650280186,25.0,-3.278149031591603,24.958604705608206,0,0,0.3859663339584324,0
